NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	Details ...	434	-0.1203481	---	---	1.0	0.0	1099	tags=7%, list=7%, signal=8%	
GOBP_GENE_SILENCING	GOBP_GENE_SILENCING	Details ...	293	-0.17914188	---	---	1.0	0.0	1777	tags=18%, list=11%, signal=20%	
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	Details ...	345	-0.1843445	---	---	1.0	0.0	2251	tags=20%, list=14%, signal=22%	
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Details ...	374	-0.14588442	---	---	1.0	0.0	1840	tags=14%, list=11%, signal=16%	
GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY	GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY	Details ...	38	-0.5678266	-2.4393597	0.0	6.6463096E-4	0.003	1777	tags=53%, list=11%, signal=59%	
GOBP_RETINOL_METABOLIC_PROCESS	GOBP_RETINOL_METABOLIC_PROCESS	Details ...	29	-0.55767477	-2.161394	0.0	0.01692231	0.084	1059	tags=28%, list=7%, signal=29%	
GOBP_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION	GOBP_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION	Details ...	31	-0.5382148	-2.1440094	0.0	0.016300874	0.094	1777	tags=58%, list=11%, signal=65%	
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	Details ...	27	-0.5482805	-2.0729914	0.0	0.028461825	0.178	2232	tags=33%, list=14%, signal=39%	
GOBP_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY	Details ...	27	-0.4979041	-1.858004	0.006849315	0.14592889	0.669	1275	tags=48%, list=8%, signal=52%	
GOBP_ANDROGEN_METABOLIC_PROCESS	GOBP_ANDROGEN_METABOLIC_PROCESS	Details ...	22	-0.5077879	-1.8191687	0.0060975607	0.1719098	0.755	1001	tags=18%, list=6%, signal=19%	
GOBP_HETEROCHROMATIN_ORGANIZATION	GOBP_HETEROCHROMATIN_ORGANIZATION	Details ...	74	-0.3645623	-1.8054473	0.0	0.17256853	0.794	1777	tags=32%, list=11%, signal=36%	
