NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GOBP_RESPONSE_TO_TYPE_I_INTERFERON	Details ...	80	0.7448457	2.2363253	0.0	0.0	0.0	1721	tags=49%, list=11%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	Details ...	47	0.7717144	2.1804707	0.0	0.0	0.0	1808	tags=55%, list=11%, signal=62%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	Details ...	75	0.7313285	2.1737196	0.0	0.0	0.0	1808	tags=45%, list=11%, signal=51%	
GOBP_RESPONSE_TO_INTERFERON_GAMMA	GOBP_RESPONSE_TO_INTERFERON_GAMMA	Details ...	151	0.67670536	2.161801	0.0	0.0	0.0	2269	tags=49%, list=14%, signal=56%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	Details ...	44	0.73788685	2.069517	0.0	0.0	0.0	1486	tags=48%, list=9%, signal=52%	
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	Details ...	148	0.64713776	2.0632386	0.0	0.0	0.0	2872	tags=45%, list=18%, signal=55%	
GOBP_INTERLEUKIN_10_PRODUCTION	GOBP_INTERLEUKIN_10_PRODUCTION	Details ...	37	0.765394	2.060279	0.0	0.0	0.0	2168	tags=59%, list=13%, signal=69%	
GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	Details ...	75	0.6894151	2.0586314	0.0	0.0	0.0	2518	tags=56%, list=16%, signal=66%	
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	Details ...	126	0.65552425	2.0562346	0.0	0.0	0.0	2872	tags=46%, list=18%, signal=56%	
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	Details ...	53	0.7132699	2.0487835	0.0	0.0	0.0	2168	tags=51%, list=13%, signal=59%	
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	Details ...	68	0.69503313	2.0447493	0.0	0.0	0.0	1486	tags=41%, list=9%, signal=45%	
GOBP_RESPONSE_TO_CHEMOKINE	GOBP_RESPONSE_TO_CHEMOKINE	Details ...	53	0.7167308	2.0302644	0.0	1.4697755E-4	0.002	2487	tags=58%, list=15%, signal=69%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	Details ...	64	0.6875787	2.024206	0.0	1.3567158E-4	0.002	2176	tags=45%, list=13%, signal=52%	
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	Details ...	80	0.67911667	2.022933	0.0	1.2598075E-4	0.002	2747	tags=48%, list=17%, signal=57%	
GOBP_DEFENSE_RESPONSE_TO_VIRUS	GOBP_DEFENSE_RESPONSE_TO_VIRUS	Details ...	198	0.6208922	2.0039845	0.0	1.17582036E-4	0.002	2763	tags=40%, list=17%, signal=48%	
GOBP_T_CELL_MIGRATION	GOBP_T_CELL_MIGRATION	Details ...	48	0.702902	1.9942456	0.0	1.1023316E-4	0.002	1439	tags=42%, list=9%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	GOBP_POSITIVE_REGULATION_OF_TYROSINE_PHOSPHORYLATION_OF_STAT_PROTEIN	Details ...	40	0.7241955	1.9861522	0.0	1.556655E-4	0.003	1791	tags=55%, list=11%, signal=62%	
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	Details ...	75	0.6637858	1.9747876	0.0	3.9413472E-4	0.008	1808	tags=37%, list=11%, signal=42%	
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	Details ...	46	0.7043834	1.9747828	0.0	3.733908E-4	0.008	2289	tags=46%, list=14%, signal=53%	
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	Details ...	99	0.6356124	1.97409	0.0	3.5472127E-4	0.008	2848	tags=41%, list=18%, signal=50%	
GOBP_LYMPHOCYTE_MIGRATION	GOBP_LYMPHOCYTE_MIGRATION		76	0.664399	1.9735665	0.0	3.3782976E-4	0.008	2289	tags=47%, list=14%, signal=55%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		87	0.6485722	1.9729849	0.0	3.2247388E-4	0.008	2767	tags=44%, list=17%, signal=52%	
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE		126	0.6326018	1.9685845	0.0	3.4702773E-4	0.009	1808	tags=33%, list=11%, signal=37%	
GOBP_RESPONSE_TO_VIRUS	GOBP_RESPONSE_TO_VIRUS		275	0.6023029	1.9684571	0.0	3.3256825E-4	0.009	2763	tags=39%, list=17%, signal=46%	
GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE		72	0.66000086	1.9681149	0.0	3.1926553E-4	0.009	2168	tags=38%, list=13%, signal=43%	
