NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_PHOSPHATE_ION_TRANSPORT	GOBP_PHOSPHATE_ION_TRANSPORT	Details ...	24	-0.6370287	-2.1095357	0.0	0.18096271	0.112	2071	tags=33%, list=13%, signal=38%	
GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	GOBP_NEGATIVE_REGULATION_OF_HORMONE_SECRETION	Details ...	38	-0.544235	-2.0667512	0.0	0.16592325	0.195	2410	tags=45%, list=15%, signal=52%	
GOBP_NEURAL_CREST_CELL_MIGRATION	GOBP_NEURAL_CREST_CELL_MIGRATION	Details ...	39	-0.54661995	-2.042217	0.0029411765	0.15192346	0.259	3139	tags=44%, list=19%, signal=54%	
GOBP_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERLEUKIN_7_MEDIATED_SIGNALING_PATHWAY	Details ...	27	-0.59999394	-2.0362947	0.0	0.12141105	0.27	1745	tags=56%, list=11%, signal=62%	
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	Details ...	27	-0.59735656	-2.0362132	0.0	0.09712884	0.27	3802	tags=52%, list=24%, signal=68%	
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	Details ...	28	-0.5874109	-2.0150335	0.0	0.10395905	0.331	2180	tags=43%, list=13%, signal=49%	
GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	GOBP_SEMAPHORIN_PLEXIN_SIGNALING_PATHWAY	Details ...	39	-0.53621364	-2.001402	0.0	0.103217654	0.375	3257	tags=49%, list=20%, signal=61%	
GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	GOBP_REGULATION_OF_SYNCYTIUM_FORMATION_BY_PLASMA_MEMBRANE_FUSION	Details ...	17	-0.6751449	-2.0011532	0.0	0.09031545	0.375	2330	tags=47%, list=14%, signal=55%	
GOBP_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	GOBP_NEGATIVE_REGULATION_OF_CARTILAGE_DEVELOPMENT	Details ...	20	-0.6373138	-1.9798384	0.0	0.0967518	0.426	1780	tags=35%, list=11%, signal=39%	
GOBP_KERATINIZATION	GOBP_KERATINIZATION	Details ...	55	-0.4856107	-1.959912	0.0	0.10771307	0.497	2917	tags=45%, list=18%, signal=55%	
GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	GOBP_NEGATIVE_REGULATION_OF_CHONDROCYTE_DIFFERENTIATION	Details ...	18	-0.6430681	-1.9457458	0.0	0.11475816	0.55	1780	tags=39%, list=11%, signal=44%	
GOBP_RESPONSE_TO_INTERLEUKIN_7	GOBP_RESPONSE_TO_INTERLEUKIN_7	Details ...	36	-0.5331698	-1.9431217	0.0	0.10830193	0.558	1745	tags=42%, list=11%, signal=47%	
GOBP_CORNIFICATION	GOBP_CORNIFICATION	Details ...	49	-0.4893629	-1.9365456	0.0	0.10816282	0.587	3162	tags=47%, list=20%, signal=58%	
GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	GOBP_NEGATIVE_REGULATION_OF_PEPTIDE_HORMONE_SECRETION	Details ...	23	-0.5919949	-1.9328641	0.0027100272	0.10526659	0.608	1690	tags=43%, list=10%, signal=48%	
GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	GOBP_POSITIVE_REGULATION_OF_B_CELL_PROLIFERATION	Details ...	27	-0.5592466	-1.925589	0.0	0.10723251	0.642	2080	tags=44%, list=13%, signal=51%	
GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	GOBP_INNER_EAR_RECEPTOR_CELL_STEREOCILIUM_ORGANIZATION	Details ...	25	-0.5776334	-1.9252429	0.002762431	0.100825965	0.642	1880	tags=40%, list=12%, signal=45%	
GOBP_ANIMAL_ORGAN_MATURATION	GOBP_ANIMAL_ORGAN_MATURATION	Details ...	21	-0.59320694	-1.9238783	0.0027247956	0.09626529	0.645	1140	tags=29%, list=7%, signal=31%	
GOBP_FIBRINOLYSIS	GOBP_FIBRINOLYSIS	Details ...	16	-0.65028304	-1.9180181	0.0050890585	0.09545191	0.669	331	tags=19%, list=2%, signal=19%	
GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	GOBP_ADENYLATE_CYCLASE_INHIBITING_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	Details ...	39	-0.50173855	-1.8784559	0.0	0.13886772	0.813	3013	tags=38%, list=19%, signal=47%	
GOBP_RETINOL_METABOLIC_PROCESS	GOBP_RETINOL_METABOLIC_PROCESS	Details ...	29	-0.5533881	-1.8762306	0.0	0.13503878	0.821	1321	tags=28%, list=8%, signal=30%	
GOBP_NEURAL_CREST_CELL_DIFFERENTIATION	GOBP_NEURAL_CREST_CELL_DIFFERENTIATION		67	-0.44528434	-1.8745798	0.0	0.13085118	0.827	3139	tags=36%, list=19%, signal=44%	
GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS	GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS		89	-0.42225176	-1.874205	0.0	0.125472	0.828	3199	tags=31%, list=20%, signal=39%	
GOBP_VITAMIN_TRANSPORT	GOBP_VITAMIN_TRANSPORT		31	-0.5381499	-1.8716661	0.0025510204	0.123146035	0.833	3004	tags=52%, list=19%, signal=63%	
GOBP_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT	GOBP_INNER_EAR_RECEPTOR_CELL_DEVELOPMENT		32	-0.5314941	-1.8610442	0.0028248588	0.13110696	0.87	1342	tags=34%, list=8%, signal=37%	
GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY	GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY		38	-0.49952978	-1.8379545	0.0	0.15873338	0.925	2196	tags=37%, list=14%, signal=43%	
GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE	GOBP_REGULATION_OF_HUMORAL_IMMUNE_RESPONSE		38	-0.4868806	-1.8351301	0.0	0.15653037	0.93	2361	tags=37%, list=15%, signal=43%	
GOBP_REGULATION_OF_B_CELL_PROLIFERATION	GOBP_REGULATION_OF_B_CELL_PROLIFERATION		41	-0.4907528	-1.8334734	0.0	0.15293764	0.932	2080	tags=39%, list=13%, signal=45%	
GOBP_SODIUM_ION_HOMEOSTASIS	GOBP_SODIUM_ION_HOMEOSTASIS		30	-0.5239944	-1.822404	0.002793296	0.16351555	0.954	1069	tags=20%, list=7%, signal=21%	
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES		105	-0.39647385	-1.8062681	0.0	0.18238358	0.973	3606	tags=38%, list=22%, signal=49%	
