NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	Details ...	434	-0.24835527	---	---	1.0	0.0	3871	tags=37%, list=24%, signal=48%	
GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	GOBP_PURINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	Details ...	374	-0.31458077	---	---	1.0	0.0	3054	tags=29%, list=19%, signal=35%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_MEMBRANE	Details ...	329	-0.33055884	---	---	1.0	0.0	3822	tags=41%, list=24%, signal=52%	
GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	GOBP_ORGANOPHOSPHATE_BIOSYNTHETIC_PROCESS	Details ...	493	-0.27164322	---	---	1.0	0.0	2631	tags=25%, list=16%, signal=29%	
GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	GOBP_ORGANIC_HYDROXY_COMPOUND_METABOLIC_PROCESS	Details ...	406	-0.27903488	---	---	1.0	0.0	1993	tags=24%, list=12%, signal=27%	
GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	GOBP_COTRANSLATIONAL_PROTEIN_TARGETING_TO_MEMBRANE	Details ...	103	-0.6293253	-2.597768	0.0	0.0	0.0	3646	tags=67%, list=23%, signal=86%	
GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	GOBP_REGULATION_OF_CHOLESTEROL_BIOSYNTHETIC_PROCESS	Details ...	40	-0.67259884	-2.3838828	0.0	0.0	0.0	2161	tags=50%, list=13%, signal=58%	
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	Details ...	117	-0.5596688	-2.3591125	0.0	0.0	0.0	3646	tags=61%, list=23%, signal=78%	
GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	GOBP_REGULATION_OF_CHOLESTEROL_METABOLIC_PROCESS	Details ...	50	-0.6073542	-2.1861343	0.0	0.0019337256	0.011	1855	tags=40%, list=11%, signal=45%	
GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	GOBP_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	Details ...	144	-0.4851906	-2.160957	0.0	0.002355748	0.015	4105	tags=58%, list=25%, signal=77%	
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	Details ...	30	-0.66583455	-2.1481526	0.0	0.0037060091	0.025	3780	tags=70%, list=23%, signal=91%	
