NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	GOBP_GENERATION_OF_PRECURSOR_METABOLITES_AND_ENERGY	Details ...	434	-0.27808845	---	---	1.0	0.0	4300	tags=43%, list=27%, signal=57%	
GOBP_RNA_CATABOLIC_PROCESS	GOBP_RNA_CATABOLIC_PROCESS	Details ...	397	-0.16389468	---	---	1.0	0.0	3392	tags=28%, list=21%, signal=35%	
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	Details ...	286	-0.16008219	---	---	1.0	0.0	3155	tags=26%, list=20%, signal=32%	
GOBP_MITOCHONDRIAL_TRANSPORT	GOBP_MITOCHONDRIAL_TRANSPORT	Details ...	253	-0.25835505	---	---	1.0	0.0	4338	tags=38%, list=27%, signal=51%	
GOBP_REGULATION_OF_AUTOPHAGY	GOBP_REGULATION_OF_AUTOPHAGY	Details ...	298	-0.1520182	---	---	1.0	0.0	2141	tags=16%, list=13%, signal=18%	
GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	GOBP_NUCLEOBASE_CONTAINING_COMPOUND_TRANSPORT	Details ...	226	-0.13699959	---	---	1.0	0.0	2383	tags=16%, list=15%, signal=19%	
GOBP_GENE_SILENCING	GOBP_GENE_SILENCING	Details ...	293	-0.24748515	---	---	1.0	0.0	1186	tags=17%, list=7%, signal=18%	
GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	GOBP_REGULATION_OF_LIPID_METABOLIC_PROCESS	Details ...	316	-0.21384153	---	---	1.0	0.0	1892	tags=21%, list=12%, signal=23%	
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	Details ...	446	-0.115778014	---	---	1.0	0.0	3883	tags=26%, list=24%, signal=34%	
GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	GOBP_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	Details ...	235	-0.19462618	---	---	1.0	0.0	3027	tags=29%, list=19%, signal=35%	
GOBP_NCRNA_PROCESSING	GOBP_NCRNA_PROCESSING	Details ...	385	-0.12917754	---	---	1.0	0.0	3880	tags=26%, list=24%, signal=34%	
GOBP_RIBOSOME_BIOGENESIS	GOBP_RIBOSOME_BIOGENESIS	Details ...	301	-0.17483434	---	---	1.0	0.0	3883	tags=29%, list=24%, signal=38%	
GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	GOBP_SMALL_MOLECULE_CATABOLIC_PROCESS	Details ...	345	-0.20892064	---	---	1.0	0.0	3109	tags=30%, list=19%, signal=37%	
GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	GOBP_PROCESS_UTILIZING_AUTOPHAGIC_MECHANISM	Details ...	489	-0.14699608	---	---	1.0	0.0	3330	tags=24%, list=21%, signal=29%	
GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	GOBP_REGULATION_OF_SMALL_MOLECULE_METABOLIC_PROCESS	Details ...	349	-0.19411926	---	---	1.0	0.0	3681	tags=32%, list=23%, signal=40%	
GOBP_DNA_CONFORMATION_CHANGE	GOBP_DNA_CONFORMATION_CHANGE	Details ...	314	-0.22490641	---	---	1.0	0.0	1063	tags=15%, list=7%, signal=15%	
