NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	GOBP_CALCIUM_DEPENDENT_CELL_CELL_ADHESION_VIA_PLASMA_MEMBRANE_CELL_ADHESION_MOLECULES	Details ...	28	-0.6381237	-1.983159	0.0	0.42360216	0.292	1486	tags=29%, list=9%, signal=31%	
GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS	GOBP_NEUROTRANSMITTER_METABOLIC_PROCESS	Details ...	21	-0.68526506	-1.9813203	0.0	0.21786441	0.3	2030	tags=48%, list=13%, signal=54%	
GOBP_RESPONSE_TO_CAFFEINE	GOBP_RESPONSE_TO_CAFFEINE	Details ...	15	-0.7350372	-1.9533052	0.0	0.20908102	0.408	391	tags=27%, list=2%, signal=27%	
GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY	GOBP_RDNA_HETEROCHROMATIN_ASSEMBLY	Details ...	38	-0.5911505	-1.9469888	0.0	0.17068584	0.437	3068	tags=61%, list=19%, signal=75%	
GOBP_RETINOL_METABOLIC_PROCESS	GOBP_RETINOL_METABOLIC_PROCESS	Details ...	29	-0.6024769	-1.9086593	0.004761905	0.22187941	0.603	604	tags=28%, list=4%, signal=29%	
GOBP_ADULT_BEHAVIOR	GOBP_ADULT_BEHAVIOR	Details ...	76	-0.48298776	-1.8758587	0.0	0.26821634	0.732	2331	tags=28%, list=14%, signal=32%	
GOBP_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION	GOBP_DNA_REPLICATION_DEPENDENT_NUCLEOSOME_ORGANIZATION	Details ...	31	-0.5739643	-1.8570594	0.0025641026	0.28791246	0.805	3402	tags=71%, list=21%, signal=90%	
GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	GOBP_NEGATIVE_REGULATION_OF_AXONOGENESIS	Details ...	53	-0.5166613	-1.8348298	0.0	0.32249886	0.871	1863	tags=36%, list=12%, signal=40%	
GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	GOBP_POSITIVE_REGULATION_OF_LIPID_KINASE_ACTIVITY	Details ...	28	-0.58320624	-1.8293349	0.0024096386	0.3038047	0.886	2383	tags=29%, list=15%, signal=33%	
GOBP_URONIC_ACID_METABOLIC_PROCESS	GOBP_URONIC_ACID_METABOLIC_PROCESS	Details ...	17	-0.6594407	-1.8279551	0.007142857	0.27716988	0.891	1511	tags=41%, list=9%, signal=45%	
GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	GOBP_RETINOIC_ACID_RECEPTOR_SIGNALING_PATHWAY	Details ...	27	-0.57264924	-1.7878096	0.007518797	0.38849643	0.97	2725	tags=33%, list=17%, signal=40%	
GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS	GOBP_CELLULAR_HORMONE_METABOLIC_PROCESS	Details ...	89	-0.45164168	-1.7862974	0.0	0.36081204	0.971	1395	tags=24%, list=9%, signal=26%	
GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	GOBP_NEGATIVE_REGULATION_OF_CELL_DIVISION	Details ...	15	-0.67884415	-1.7824407	0.0049261083	0.34547505	0.972	1098	tags=40%, list=7%, signal=43%	
