NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
GOBP_RESPONSE_TO_TYPE_I_INTERFERON	GOBP_RESPONSE_TO_TYPE_I_INTERFERON	Details ...	80	0.7714856	1.9177419	0.0	0.0	0.0	2251	tags=55%, list=14%, signal=64%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_NEGATIVE_REGULATION_OF_VIRAL_GENOME_REPLICATION	Details ...	47	0.77064276	1.8602638	0.0	0.0	0.0	1722	tags=51%, list=11%, signal=57%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_INFLAMMATORY_RESPONSE	Details ...	17	0.8547646	1.8360187	0.0	3.132275E-4	0.001	1562	tags=59%, list=10%, signal=65%	
GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	GOBP_NEGATIVE_REGULATION_OF_VIRAL_PROCESS	Details ...	75	0.72997034	1.8185066	0.0	7.057833E-4	0.003	1790	tags=44%, list=11%, signal=49%	
GOBP_RESPONSE_TO_INTERFERON_GAMMA	GOBP_RESPONSE_TO_INTERFERON_GAMMA	Details ...	151	0.7095565	1.8102918	0.0	0.0011286058	0.006	2352	tags=51%, list=15%, signal=59%	
GOBP_RESPONSE_TO_CHEMOKINE	GOBP_RESPONSE_TO_CHEMOKINE	Details ...	53	0.7521294	1.8039334	0.0	0.0017230376	0.011	2912	tags=62%, list=18%, signal=76%	
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	Details ...	46	0.7498123	1.8020166	0.0	0.0017442512	0.013	2831	tags=65%, list=18%, signal=79%	
GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	Details ...	53	0.7340294	1.7908925	0.0	0.0023482826	0.02	2913	tags=60%, list=18%, signal=73%	
GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	Details ...	44	0.7427037	1.7818335	0.0	0.0034453878	0.032	1879	tags=50%, list=12%, signal=56%	
GOBP_INTERLEUKIN_10_PRODUCTION	GOBP_INTERLEUKIN_10_PRODUCTION	Details ...	37	0.76031625	1.7817942	0.0	0.003100849	0.032	2663	tags=59%, list=16%, signal=71%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	Details ...	36	0.74843204	1.7817334	0.0010351967	0.0029044286	0.033	2082	tags=58%, list=13%, signal=67%	
GOBP_INTERFERON_GAMMA_PRODUCTION	GOBP_INTERFERON_GAMMA_PRODUCTION	Details ...	74	0.712673	1.7725941	0.0	0.0034456502	0.043	2728	tags=58%, list=17%, signal=70%	
GOBP_T_CELL_MIGRATION	GOBP_T_CELL_MIGRATION	Details ...	48	0.7347933	1.7698525	0.0	0.0034698397	0.047	2233	tags=50%, list=14%, signal=58%	
GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_LEUKOCYTE_MEDIATED_CYTOTOXICITY	Details ...	70	0.7089603	1.7671872	0.0	0.0034227227	0.05	1879	tags=46%, list=12%, signal=52%	
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_1_PRODUCTION	Details ...	46	0.73208356	1.7662247	0.0	0.0033195256	0.052	2486	tags=52%, list=15%, signal=61%	
GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	Details ...	44	0.73419553	1.7599412	0.0	0.0036402391	0.061	2869	tags=61%, list=18%, signal=74%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION	Details ...	22	0.7913087	1.7586395	0.0	0.0036474015	0.065	1851	tags=50%, list=11%, signal=56%	
GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	GOBP_INTERFERON_GAMMA_MEDIATED_SIGNALING_PATHWAY	Details ...	75	0.7161909	1.7581623	0.0	0.0034447683	0.065	2352	tags=56%, list=15%, signal=65%	
GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	GOBP_POSITIVE_REGULATION_OF_CELL_KILLING	Details ...	35	0.7458137	1.7500257	0.0	0.0044511794	0.086	2831	tags=63%, list=18%, signal=76%	
GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_T_CELL_MEDIATED_IMMUNITY	Details ...	38	0.73462564	1.7415942	0.0	0.0052623106	0.107	2913	tags=61%, list=18%, signal=74%	
GOBP_REGULATION_OF_CELL_KILLING	GOBP_REGULATION_OF_CELL_KILLING		56	0.720681	1.7407577	0.0	0.0051457086	0.109	2831	tags=57%, list=18%, signal=69%	
GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY	GOBP_NEGATIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_CYTOTOXICITY		16	0.81144327	1.73222	0.0	0.006278404	0.137	1879	tags=69%, list=12%, signal=78%	
GOBP_INTERLEUKIN_1_BETA_PRODUCTION	GOBP_INTERLEUKIN_1_BETA_PRODUCTION		67	0.7048982	1.7300835	0.0	0.006291215	0.142	2017	tags=45%, list=12%, signal=51%	
GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING	GOBP_NEGATIVE_REGULATION_OF_CELL_KILLING		17	0.8059543	1.7284105	0.0	0.0061467467	0.145	1879	tags=65%, list=12%, signal=73%	
GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION	GOBP_POSITIVE_REGULATION_OF_MONONUCLEAR_CELL_MIGRATION		46	0.71655935	1.7267212	0.0	0.00631471	0.154	2912	tags=50%, list=18%, signal=61%	
GOBP_RESPONSE_TO_INTERFERON_ALPHA	GOBP_RESPONSE_TO_INTERFERON_ALPHA		20	0.78947145	1.7247828	0.0010928962	0.006252264	0.158	2068	tags=55%, list=13%, signal=63%	
GOBP_LYMPHOCYTE_CHEMOTAXIS	GOBP_LYMPHOCYTE_CHEMOTAXIS		34	0.73625994	1.7237871	0.0010504202	0.0062639914	0.164	1692	tags=47%, list=10%, signal=52%	
GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION	GOBP_NEGATIVE_REGULATION_OF_B_CELL_ACTIVATION		23	0.7770542	1.7236633	0.0	0.006073799	0.164	2082	tags=52%, list=13%, signal=60%	
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE		68	0.6917588	1.7218493	0.0	0.0061879796	0.172	2663	tags=47%, list=16%, signal=56%	
GOBP_LYMPHOCYTE_MIGRATION	GOBP_LYMPHOCYTE_MIGRATION		76	0.692243	1.721652	0.0	0.006075375	0.174	2233	tags=46%, list=14%, signal=53%	
GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_POSITIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE		80	0.6795035	1.7168065	0.0	0.006605881	0.194	2982	tags=50%, list=18%, signal=61%	
GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY		24	0.7616062	1.7095375	0.0	0.007779351	0.233	2831	tags=67%, list=18%, signal=81%	
GOBP_CELL_KILLING	GOBP_CELL_KILLING		90	0.68052715	1.7094321	0.0	0.007600555	0.234	2831	tags=47%, list=18%, signal=56%	
GOBP_CORNIFICATION	GOBP_CORNIFICATION		49	0.7071089	1.7077255	0.0	0.007736581	0.246	2952	tags=63%, list=18%, signal=77%	
GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION	GOBP_REGULATION_OF_VIRAL_GENOME_REPLICATION		75	0.68720764	1.7041497	0.0	0.008026215	0.258	2068	tags=37%, list=13%, signal=43%	
GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE		126	0.6716925	1.7010531	0.0	0.008560489	0.281	2982	tags=48%, list=18%, signal=59%	
GOBP_INTERLEUKIN_1_PRODUCTION	GOBP_INTERLEUKIN_1_PRODUCTION		80	0.6832963	1.6966631	0.0	0.009447973	0.314	2017	tags=43%, list=12%, signal=48%	
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION		27	0.74877477	1.6939225	0.0	0.010089858	0.339	2115	tags=48%, list=13%, signal=55%	
GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY		107	0.6725479	1.691994	0.0	0.010409776	0.355	2913	tags=49%, list=18%, signal=59%	
GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	GOBP_NEGATIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION		25	0.74835825	1.6918117	0.0	0.010172836	0.356	1458	tags=52%, list=9%, signal=57%	
GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_ADAPTIVE_IMMUNE_RESPONSE		33	0.7202557	1.6914725	0.0	0.010108097	0.36	2204	tags=52%, list=14%, signal=60%	
GOBP_REGULATION_OF_T_CELL_MIGRATION	GOBP_REGULATION_OF_T_CELL_MIGRATION		30	0.72385734	1.6893239	0.0	0.01040446	0.372	2233	tags=47%, list=14%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_IMMUNE_RESPONSE		97	0.6732429	1.6891048	0.0	0.010206128	0.373	2663	tags=44%, list=16%, signal=53%	
GOBP_T_CELL_CHEMOTAXIS	GOBP_T_CELL_CHEMOTAXIS		17	0.7810457	1.6890666	0.0	0.010016723	0.374	1631	tags=47%, list=10%, signal=52%	
GOBP_KERATINIZATION	GOBP_KERATINIZATION		55	0.691331	1.6841854	0.0010235414	0.010921778	0.406	2952	tags=58%, list=18%, signal=71%	
GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		15	0.79751855	1.6834353	0.0	0.0108272955	0.411	1879	tags=67%, list=12%, signal=75%	
GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION	GOBP_NEGATIVE_REGULATION_OF_BONE_MINERALIZATION		15	0.7971976	1.6823015	0.0011627907	0.01091685	0.418	2950	tags=73%, list=18%, signal=90%	
GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_POSITIVE_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		87	0.6759747	1.680516	0.0	0.011139405	0.429	2913	tags=49%, list=18%, signal=60%	
GOBP_POSITIVE_CHEMOTAXIS	GOBP_POSITIVE_CHEMOTAXIS		47	0.6961727	1.6796739	0.0	0.011219024	0.441	2486	tags=53%, list=15%, signal=63%	
GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST	GOBP_POSITIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS_BY_HOST		27	0.72788894	1.6749502	0.0	0.0126106525	0.482	2966	tags=56%, list=18%, signal=68%	
GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN	GOBP_CELLULAR_RESPONSE_TO_MOLECULE_OF_BACTERIAL_ORIGIN		154	0.652724	1.6723205	0.0	0.01315568	0.501	1992	tags=38%, list=12%, signal=43%	
GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING		56	0.6816492	1.6710747	0.0	0.013119357	0.506	2118	tags=38%, list=13%, signal=43%	
GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_LEUKOCYTE_MEDIATED_IMMUNITY		148	0.6517639	1.6695826	0.0	0.013315428	0.523	2831	tags=45%, list=18%, signal=54%	
GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY	GOBP_NEGATIVE_REGULATION_OF_LYMPHOCYTE_MEDIATED_IMMUNITY		30	0.71503097	1.6695329	0.0	0.0130688455	0.523	2082	tags=53%, list=13%, signal=61%	
GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS	GOBP_POSITIVE_REGULATION_OF_RESPONSE_TO_CYTOKINE_STIMULUS		50	0.69050443	1.666299	0.0	0.013993349	0.556	2589	tags=46%, list=16%, signal=55%	
GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION	GOBP_REGULATION_OF_LYMPHOCYTE_MIGRATION		44	0.6974806	1.6654414	0.0	0.01406218	0.569	2912	tags=50%, list=18%, signal=61%	
GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY	GOBP_REGULATION_OF_NATURAL_KILLER_CELL_MEDIATED_IMMUNITY		30	0.7184802	1.665213	0.0	0.013897851	0.572	2831	tags=63%, list=18%, signal=77%	
GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE	GOBP_NEGATIVE_REGULATION_OF_INNATE_IMMUNE_RESPONSE		47	0.6878096	1.6638147	0.0	0.0140633	0.583	2068	tags=40%, list=13%, signal=46%	
GOBP_RESPONSE_TO_VIRUS	GOBP_RESPONSE_TO_VIRUS		275	0.63676405	1.6624784	0.0	0.014334449	0.596	2871	tags=39%, list=18%, signal=47%	
GOBP_DEFENSE_RESPONSE_TO_VIRUS	GOBP_DEFENSE_RESPONSE_TO_VIRUS		198	0.64572364	1.6615227	0.0	0.014346042	0.603	2966	tags=40%, list=18%, signal=49%	
GOBP_RESPONSE_TO_INTERFERON_BETA	GOBP_RESPONSE_TO_INTERFERON_BETA		24	0.7491281	1.6583362	0.0	0.01518955	0.626	2251	tags=50%, list=14%, signal=58%	
GOBP_DENDRITIC_CELL_DIFFERENTIATION	GOBP_DENDRITIC_CELL_DIFFERENTIATION		33	0.7133013	1.6580639	0.0010683761	0.015035403	0.629	1381	tags=42%, list=9%, signal=46%	
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION		36	0.69966835	1.6561956	0.0	0.015482898	0.646	3746	tags=58%, list=23%, signal=76%	
GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE	GOBP_REGULATION_OF_VIRAL_LIFE_CYCLE		126	0.6451512	1.6554914	0.0	0.015489908	0.653	1790	tags=33%, list=11%, signal=36%	
GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE	GOBP_MAST_CELL_ACTIVATION_INVOLVED_IN_IMMUNE_RESPONSE		35	0.6929884	1.655414	0.001039501	0.015266067	0.653	1141	tags=31%, list=7%, signal=34%	
GOBP_RESPONSE_TO_TUMOR_CELL	GOBP_RESPONSE_TO_TUMOR_CELL		22	0.7426375	1.6554065	0.0	0.015034764	0.653	2831	tags=64%, list=18%, signal=77%	
